"instance_id","algorithm"
"./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf","Sol_2011.04.04"
"./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf","Sol_2011.04.04"
"./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf","Sol_2011.04.04"
"./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf","Sol_2011.04.04"
"./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf","MPhaseSAT_2011.02.15"
"./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf","MPhaseSAT_2011.02.15"
"./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf","sattime._2011.03.02"
"./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf","sattime_2011.03.02"
"./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf","sattime._2011.03.02"
"./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf","PicoSAT_941"
"./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf","CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf","clasp_2.0.R4092.crafted"
"./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf","CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf","PicoSAT_941"
"./SAT07/crafted/spence/hard/s113-100.cnf","MPhaseSAT_2011.02.15"
"./SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf","MPhaseSAT_2011.02.15"
"./SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf","SAT07referencesolverminisat_SAT2007"
"./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf","MPhaseSAT_2011.02.15"
"./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf","MPhaseSAT_2011.02.15"
"./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf","MPhaseSAT_2011.02.15"
"./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf","clasp_2.0.R4092.crafted"
"./SAT09/CRAFTED/ramseycube/Q3inK10.cnf","Sol_2011.04.04"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf","Sol_2011.04.04"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf","Sol_2011.04.04"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf","Sol_2011.04.04"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf","sattime._2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf","Sol_2011.04.04"
"./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf","sattime._2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf","clasp_2.0.R4092.crafted"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf","Sol_2011.04.04"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf","sattime_2011.03.02"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf","clasp_2.0.R4092.crafted"
"./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf","sattime_2011.03.02"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p30-s70617701.cnf","sattime_2011.03.02"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf","sattime_2011.03.02"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf","sattime_2011.03.02"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf","sattime_2011.03.02"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf","Sol_2011.04.04"
"./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf","Sol_2011.04.04"
"./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf","PicoSAT_941"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-19_349.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_389.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_399.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_404.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf","glucose_2"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf","sattime_2011.03.02"
