"1426_a5a","NumberOfNumericFeatures","124"
"1427_a6a","NumberOfFeatures","124"
"1427_a6a","NumberOfInstances","32561"
"1427_a6a","NumberOfInstancesWithMissingValues","0"
"1427_a6a","NumberOfMissingValues","0"
"1427_a6a","NumberOfNumericFeatures","124"
"1428_a7a","NumberOfFeatures","124"
"1428_a7a","NumberOfInstances","32561"
"1428_a7a","NumberOfInstancesWithMissingValues","0"
"1428_a7a","NumberOfMissingValues","0"
"1428_a7a","NumberOfNumericFeatures","124"
"1429_a8a","NumberOfFeatures","124"
"1429_a8a","NumberOfInstances","32561"
"1429_a8a","NumberOfInstancesWithMissingValues","0"
"1429_a8a","NumberOfMissingValues","0"
"1429_a8a","NumberOfNumericFeatures","124"
"1430_a9a","NumberOfFeatures","124"
"1430_a9a","NumberOfInstances","48842"
"1430_a9a","NumberOfInstancesWithMissingValues","0"
"1430_a9a","NumberOfMissingValues","0"
"1430_a9a","NumberOfNumericFeatures","124"
"183_abalone","ClassCount","29.0"
"183_abalone","ClassEntropy","-1.0"
"183_abalone","DecisionStumpAUC","0.6428136589927034"
"183_abalone","DecisionStumpErrRate","78.95618865214269"
"183_abalone","DecisionStumpKappa","0.08282937175915918"
"183_abalone","DefaultAccuracy","0.16495092171415"
"183_abalone","DefaultTargetNominal","1"
"183_abalone","DefaultTargetNumerical","0"
"183_abalone","Dimensionality","0.0021546564519990424"
"183_abalone","EquivalentNumberOfAtts","-4.273790015048643"
"183_abalone","HoeffdingAdwin.changes","2.0"
"183_abalone","HoeffdingAdwin.warnings","0.0"
"183_abalone","HoeffdingDDM.changes","0.0"
"183_abalone","HoeffdingDDM.warnings","3.0"
"183_abalone","IncompleteInstanceCount","0.0"
"183_abalone","InstanceCount","4177.0"
"183_abalone","J48.00001.AUC","0.7168130786680301"
"183_abalone","J48.00001.ErrRate","74.09624132152263"
"183_abalone","J48.00001.kappa","0.14972080083134928"
"183_abalone","J48.0001.AUC","0.7144082545679817"
"183_abalone","J48.0001.ErrRate","74.04836006703376"
"183_abalone","J48.0001.kappa","0.15040989500745688"
"183_abalone","J48.001.AUC","0.7071385004252425"
"183_abalone","J48.001.ErrRate","74.04836006703376"
"183_abalone","J48.001.kappa","0.15280967442533902"
"183_abalone","MajorityClassSize","689"
"183_abalone","MaxNominalAttDistinctValues","3.0"
"183_abalone","MeanAttributeEntropy","1.5815100477524742"
"183_abalone","MeanKurtosisOfNumericAtts","11.01515841994629"
"183_abalone","MeanMeansOfNumericAtts","0.38270340982933787"
"183_abalone","MeanMutualInformation","0.23398435498207748"
"183_abalone","MeanNominalAttDistinctValues","3.0"
"183_abalone","MeanSkewnessOfNumericAtts","0.6200717352653038"
"183_abalone","MeanStdDevOfNumericAtts","0.1746183889074277"
"183_abalone","MinNominalAttDistinctValues","3.0"
"183_abalone","MinorityClassSize","0"
"183_abalone","NBAUC","0.7092786999199927"
"183_abalone","NBErrRate","76.99305721809911"
"183_abalone","NBKappa","0.1359288511159016"
"183_abalone","NaiveBayesAdwin.changes","2.0"
"183_abalone","NaiveBayesAdwin.warnings","0.0"
"183_abalone","NaiveBayesDdm.changes","0.0"
"183_abalone","NaiveBayesDdm.warnings","3.0"
"183_abalone","NegativePercentage","0.1649509217141489"
"183_abalone","NoiseToSignalRatio","5.759041850783627"
"183_abalone","NumAttributes","9.0"
"183_abalone","NumBinaryAtts","0.0"
"183_abalone","NumMissingValues","0.0"
"183_abalone","NumNominalAtts","1.0"
"183_abalone","NumNumericAtts","7.0"
"183_abalone","NumberOfClasses","29"
"183_abalone","NumberOfFeatures","9"
"183_abalone","NumberOfInstances","4177"
"183_abalone","NumberOfInstancesWithMissingValues","0"
"183_abalone","NumberOfMissingValues","0"
"183_abalone","NumberOfNumericFeatures","7"
"183_abalone","NumberOfSymbolicFeatures","1.0"
"183_abalone","PercentageOfBinaryAtts","0.0"
"183_abalone","PercentageOfMissingValues","0.0"
"183_abalone","PercentageOfNominalAtts","0.1111111111111111"
"183_abalone","PercentageOfNumericAtts","0.7777777777777778"
"183_abalone","PositivePercentage","0.0"
"183_abalone","REPTreeDepth1AUC","0.6498739209528841"
"183_abalone","REPTreeDepth1ErrRate","79.00406990663156"
"183_abalone","REPTreeDepth1Kappa","0.08328169736371578"
"183_abalone","REPTreeDepth2AUC","0.7019573132158208"
"183_abalone","REPTreeDepth2ErrRate","75.70026334689969"
"183_abalone","REPTreeDepth2Kappa","0.1268128105698983"
"183_abalone","REPTreeDepth3AUC","0.7064118490349046"
"183_abalone","REPTreeDepth3ErrRate","75.53267895618865"
"183_abalone","REPTreeDepth3Kappa","0.12674478789272742"
"183_abalone","StdvNominalAttDistinctValues","0.0"
"720_abalone","DefaultAccuracy","0.5017955470433325"
"720_abalone","MajorityClassSize","2096"
"720_abalone","MinorityClassSize","2081"
"720_abalone","NumberOfClasses","2"
"720_abalone","NumberOfFeatures","9"
"720_abalone","NumberOfInstances","4177"
"720_abalone","NumberOfInstancesWithMissingValues","0"
"720_abalone","NumberOfMissingValues","0"
"720_abalone","NumberOfNumericFeatures","7"
"1557_abalone","DefaultAccuracy","0.34642087622695716"
"1557_abalone","MajorityClassSize","1447"
"1557_abalone","MinorityClassSize","1323"
"1557_abalone","NumberOfClasses","3"
"1557_abalone","NumberOfFeatures","9"
"1557_abalone","NumberOfInstances","4177"
"1557_abalone","NumberOfInstancesWithMissingValues","0"
"1557_abalone","NumberOfMissingValues","0"
"1557_abalone","NumberOfNumericFeatures","7"
"1438_AccelerometerData","DefaultAccuracy","0.4473684210526316"
"1438_AccelerometerData","MajorityClassSize","17"
"1438_AccelerometerData","MinorityClassSize","0"
"1438_AccelerometerData","NumberOfClasses","4"
"1438_AccelerometerData","NumberOfFeatures","3"
"1438_AccelerometerData","NumberOfInstances","38"
"1438_AccelerometerData","NumberOfInstancesWithMissingValues","38"
"1438_AccelerometerData","NumberOfMissingValues","38"
"1438_AccelerometerData","NumberOfNumericFeatures","0"
"1094_Acorns","DefaultAccuracy","0.0"
"1094_Acorns","Dimensionality","0.1282051282051282"
"1094_Acorns","HoeffdingAdwin.changes","0.0"
"1094_Acorns","HoeffdingAdwin.warnings","0.0"
"1094_Acorns","HoeffdingDDM.changes","0.0"
"1094_Acorns","HoeffdingDDM.warnings","0.0"
"1094_Acorns","IncompleteInstanceCount","0.0"
"1094_Acorns","InstanceCount","39.0"
"1094_Acorns","MaxNominalAttDistinctValues","39.0"
"1094_Acorns","MeanKurtosisOfNumericAtts","2.136697596953044"
"1094_Acorns","MeanMeansOfNumericAtts","3942.952564102564"
"1094_Acorns","MeanNominalAttDistinctValues","20.5"
"1094_Acorns","MeanSkewnessOfNumericAtts","1.457891790941904"
"1094_Acorns","MeanStdDevOfNumericAtts","4029.138046204927"
"1094_Acorns","MinNominalAttDistinctValues","2.0"
"1094_Acorns","NaiveBayesAdwin.changes","0.0"
"1094_Acorns","NaiveBayesAdwin.warnings","0.0"
"1094_Acorns","NaiveBayesDdm.changes","0.0"
"1094_Acorns","NaiveBayesDdm.warnings","0.0"
"1094_Acorns","NumAttributes","5.0"
"1094_Acorns","NumBinaryAtts","1.0"
"1094_Acorns","NumMissingValues","0.0"
"1094_Acorns","NumNominalAtts","2.0"
"1094_Acorns","NumNumericAtts","2.0"
"1094_Acorns","NumberOfFeatures","5"
"1094_Acorns","NumberOfInstances","39"
"1094_Acorns","NumberOfInstancesWithMissingValues","0"
"1094_Acorns","NumberOfMissingValues","0"
"1094_Acorns","NumberOfNumericFeatures","3"
"1094_Acorns","PercentageOfBinaryAtts","0.2"
"1094_Acorns","PercentageOfMissingValues","0.0"
"1094_Acorns","PercentageOfNominalAtts","0.4"
"1094_Acorns","PercentageOfNumericAtts","0.4"
"1094_Acorns","StdvNominalAttDistinctValues","26.16295090390226"
"1455_acute-inflammations","DefaultAccuracy","0.5833333333333334"
"1455_acute-inflammations","MajorityClassSize","70"
"1455_acute-inflammations","MinorityClassSize","50"
"1455_acute-inflammations","NumberOfClasses","2"
"1455_acute-inflammations","NumberOfFeatures","7"
"1455_acute-inflammations","NumberOfInstances","120"
"1455_acute-inflammations","NumberOfInstancesWithMissingValues","0"
"1455_acute-inflammations","NumberOfMissingValues","0"
"1455_acute-inflammations","NumberOfNumericFeatures","1"
"1556_acute-inflammations","DefaultAccuracy","0.5083333333333333"
"1556_acute-inflammations","MajorityClassSize","61"
"1556_acute-inflammations","MinorityClassSize","59"
"1556_acute-inflammations","NumberOfClasses","2"
"1556_acute-inflammations","NumberOfFeatures","7"
"1556_acute-inflammations","NumberOfInstances","120"
"1556_acute-inflammations","NumberOfInstancesWithMissingValues","0"
"1556_acute-inflammations","NumberOfMissingValues","0"
"1556_acute-inflammations","NumberOfNumericFeatures","1"
"1043_ada_agnostic","DefaultAccuracy","0.7518632178868917"
"1043_ada_agnostic","MajorityClassSize","3430"
"1043_ada_agnostic","MinorityClassSize","1132"
"1043_ada_agnostic","NumberOfClasses","2"
"1043_ada_agnostic","NumberOfFeatures","49"
"1043_ada_agnostic","NumberOfInstances","4562"
"1043_ada_agnostic","NumberOfInstancesWithMissingValues","0"
"1043_ada_agnostic","NumberOfMissingValues","0"
"1043_ada_agnostic","NumberOfNumericFeatures","48"
"1037_ada_prior","DefaultAccuracy","0.7518632178868917"
"1037_ada_prior","MajorityClassSize","3430"
"1037_ada_prior","MinorityClassSize","1132"
"1037_ada_prior","NumberOfClasses","2"
"1037_ada_prior","NumberOfFeatures","15"
"1037_ada_prior","NumberOfInstances","4562"
"1037_ada_prior","NumberOfInstancesWithMissingValues","88"
"1037_ada_prior","NumberOfMissingValues","88"
"1037_ada_prior","NumberOfNumericFeatures","6"
"179_adult","ClassCount","2.0"
"179_adult","ClassEntropy","0.7938438393644257"
"179_adult","DecisionStumpAUC","0.7593631363767562"
"179_adult","DecisionStumpErrRate","23.928176569346054"
"179_adult","DecisionStumpKappa","0.0"
"179_adult","DefaultAccuracy","0.76071823430654"
"179_adult","DefaultTargetNominal","1"
"179_adult","DefaultTargetNumerical","0"
"179_adult","Dimensionality","3.0711273084640267E-4"
"179_adult","EquivalentNumberOfAtts","11.813422825673701"
"179_adult","HoeffdingAdwin.changes","5.0"
"179_adult","HoeffdingAdwin.warnings","0.0"
"179_adult","HoeffdingDDM.changes","0.0"
"179_adult","HoeffdingDDM.warnings","38.0"
"179_adult","IncompleteInstanceCount","3620.0"
"179_adult","InstanceCount","48842.0"
"179_adult","J48.00001.AUC","0.8525712514173205"
"179_adult","J48.00001.ErrRate","15.930961058105728"
"179_adult","J48.00001.kappa","0.5207259060441957"
"179_adult","J48.0001.AUC","0.8526262038005002"
"179_adult","J48.0001.ErrRate","15.930961058105728"
"179_adult","J48.0001.kappa","0.5208182485089752"
"179_adult","J48.001.AUC","0.8526295568584964"
"179_adult","J48.001.ErrRate","15.935055894517014"
"179_adult","J48.001.kappa","0.5207258621951012"
"179_adult","MajorityClassSize","37155"
"179_adult","MaxNominalAttDistinctValues","41.0"
"179_adult","MeanAttributeEntropy","1.6017062538629994"
"179_adult","MeanKurtosisOfNumericAtts","3.3412019734979923"
"179_adult","MeanMeansOfNumericAtts","94837.1063429016"
"179_adult","MeanMutualInformation","0.06719846153641369"
"179_adult","MeanNominalAttDistinctValues","9.916666666666666"
"179_adult","MeanSkewnessOfNumericAtts","0.5611605313837902"
"179_adult","MeanStdDevOfNumericAtts","52803.29819795643"
"179_adult","MinNominalAttDistinctValues","2.0"
"179_adult","MinorityClassSize","11687"
"179_adult","NBAUC","0.9016854965859895"
"179_adult","NBErrRate","17.55661111338602"
"179_adult","NBKappa","0.5596958713808287"
"179_adult","NaiveBayesAdwin.changes","0.0"
"179_adult","NaiveBayesAdwin.warnings","0.0"
"179_adult","NaiveBayesDdm.changes","0.0"
"179_adult","NaiveBayesDdm.warnings","19.0"
"179_adult","NegativePercentage","0.7607182343065395"
"179_adult","NoiseToSignalRatio","22.835460176347375"
"179_adult","NumAttributes","15.0"
"179_adult","NumBinaryAtts","1.0"
"179_adult","NumMissingValues","6465.0"
"179_adult","NumNominalAtts","12.0"
"179_adult","NumNumericAtts","2.0"
"179_adult","NumberOfClasses","2"
"179_adult","NumberOfFeatures","15"
"179_adult","NumberOfInstances","48842"
"179_adult","NumberOfInstancesWithMissingValues","3620"
"179_adult","NumberOfMissingValues","6465"
"179_adult","NumberOfNumericFeatures","2"
"179_adult","NumberOfSymbolicFeatures","12.0"
"179_adult","PercentageOfBinaryAtts","0.06666666666666667"
"179_adult","PercentageOfMissingValues","0.008824372466319971"
"179_adult","PercentageOfNominalAtts","0.8"
"179_adult","PercentageOfNumericAtts","0.13333333333333333"
"179_adult","PositivePercentage","0.23928176569346055"
"179_adult","REPTreeDepth1AUC","0.49997188014102695"
"179_adult","REPTreeDepth1ErrRate","23.928176569346054"
"179_adult","REPTreeDepth1Kappa","0.0"
"179_adult","REPTreeDepth2AUC","0.859221714937863"
"179_adult","REPTreeDepth2ErrRate","17.151222308668768"
"179_adult","REPTreeDepth2Kappa","0.463115650360661"
"179_adult","REPTreeDepth3AUC","0.8680000748911031"
"179_adult","REPTreeDepth3ErrRate","16.08656484173457"
"179_adult","REPTreeDepth3Kappa","0.5088513601891365"
"179_adult","StdvNominalAttDistinctValues","10.578351249203022"
"1590_adult","DefaultAccuracy","0.7607182343065395"
"1590_adult","MajorityClassSize","37155"
"1590_adult","MinorityClassSize","11687"
"1590_adult","NumberOfClasses","2"
"1590_adult","NumberOfFeatures","15"
"1590_adult","NumberOfInstances","48842"
"1590_adult","NumberOfInstancesWithMissingValues","3620"
"1590_adult","NumberOfMissingValues","6465"
"1590_adult","NumberOfNumericFeatures","6"
"1119_adult-census","DefaultAccuracy","0.7591904425539756"
"1119_adult-census","MajorityClassSize","24720"
"1119_adult-census","MinorityClassSize","7841"
"1119_adult-census","NumberOfClasses","2"
"1119_adult-census","NumberOfFeatures","16"
"1119_adult-census","NumberOfInstances","32561"
"1119_adult-census","NumberOfInstancesWithMissingValues","2399"
"1119_adult-census","NumberOfMissingValues","4262"
"1119_adult-census","NumberOfNumericFeatures","7"
"1235_Agrawal1","DefaultAccuracy","0.672045"
"1235_Agrawal1","MajorityClassSize","672045"
"1235_Agrawal1","MinorityClassSize","327955"
"1235_Agrawal1","NumberOfClasses","2"
"1235_Agrawal1","NumberOfFeatures","10"
"1235_Agrawal1","NumberOfInstances","1000000"
"1235_Agrawal1","NumberOfInstancesWithMissingValues","0"
"1235_Agrawal1","NumberOfMissingValues","0"
"1235_Agrawal1","NumberOfNumericFeatures","6"
"346_aids","ClassCount","2.0"
"346_aids","ClassEntropy","1.0"
"346_aids","DecisionStumpAUC","0.5576"
"346_aids","DecisionStumpErrRate","0.42"
"346_aids","DecisionStumpKappa","0.15999999999999992"
"346_aids","DefaultAccuracy","0.5"
"346_aids","Dimensionality","0.1"
"346_aids","EquivalentNumberOfAtts","-1.0"
"346_aids","HoeffdingAdwin.changes","0.0"
"346_aids","HoeffdingAdwin.warnings","0.0"
"346_aids","HoeffdingDDM.changes","0.0"
"346_aids","HoeffdingDDM.warnings","1.0"
"346_aids","IncompleteInstanceCount","0.0"
"346_aids","InstanceCount","50.0"
"346_aids","J48.00001.AUC","0.4856"
"346_aids","J48.00001.ErrRate","0.52"
"346_aids","J48.00001.Kappa","-0.040000000000000036"
"346_aids","J48.0001.AUC","0.4856"
"346_aids","J48.0001.ErrRate","0.52"
"346_aids","J48.0001.Kappa","-0.040000000000000036"
"346_aids","J48.001.AUC","0.4856"
"346_aids","J48.001.ErrRate","0.52"
"346_aids","J48.001.Kappa","-0.040000000000000036"
"346_aids","JRipAUC","0.58"
"346_aids","JRipErrRate","0.46"
"346_aids","JRipKappa","0.08000000000000007"
"346_aids","MajorityClassSize","25"
"346_aids","MaxNominalAttDistinctValues","5.0"
"346_aids","MeanAttributeEntropy","2.321928094887362"
"346_aids","MeanKurtosisOfNumericAtts","6.7380175878217035"
"346_aids","MeanMeansOfNumericAtts","9037.02"
"346_aids","MeanMutualInformation","-3.885780586188048E-16"
"346_aids","MeanNominalAttDistinctValues","4.0"
"346_aids","MeanSkewnessOfNumericAtts","2.5884895597253705"
"346_aids","MeanStdDevOfNumericAtts","16823.626817226603"
"346_aids","MinNominalAttDistinctValues","2.0"
"346_aids","MinorityClassSize","25"
"346_aids","NBTreeAUC","0.3168"
"346_aids","NBTreeErrRate","0.62"
"346_aids","NBTreeKappa","-0.24"
"346_aids","NaiveBayesAUC","0.5232"
"346_aids","NaiveBayesAdwin.changes","0.0"
"346_aids","NaiveBayesAdwin.warnings","0.0"
"346_aids","NaiveBayesDdm.changes","1.0"
"346_aids","NaiveBayesDdm.warnings","1.0"
"346_aids","NaiveBayesErrRate","0.4"
"346_aids","NaiveBayesKappa","0.19999999999999996"
"346_aids","NegativePercentage","0.5"
"346_aids","NoiseToSignalRatio","-1.0"
"346_aids","NumAttributes","5.0"
"346_aids","NumBinaryAtts","1.0"
"346_aids","NumMissingValues","0.0"
"346_aids","NumNominalAtts","3.0"
"346_aids","NumNumericAtts","1.0"
"346_aids","NumberOfClasses","2"
"346_aids","NumberOfFeatures","5"
"346_aids","NumberOfInstances","50"
"346_aids","NumberOfInstancesWithMissingValues","0"
"346_aids","NumberOfMissingValues","0"
"346_aids","NumberOfNumericFeatures","2"
"346_aids","PercentageOfBinaryAtts","0.2"
"346_aids","PercentageOfMissingValues","0.0"
"346_aids","PercentageOfNominalAtts","0.6"
"346_aids","PercentageOfNumericAtts","0.2"
"346_aids","PositivePercentage","0.5"
"346_aids","REPTreeDepth1AUC","0.368"
"346_aids","REPTreeDepth1ErrRate","0.6"
"346_aids","REPTreeDepth1Kappa","-0.19999999999999996"
"346_aids","REPTreeDepth2AUC","0.368"
"346_aids","REPTreeDepth2ErrRate","0.6"
"346_aids","REPTreeDepth2Kappa","-0.19999999999999996"
"346_aids","REPTreeDepth3AUC","0.368"
"346_aids","REPTreeDepth3ErrRate","0.6"
"346_aids","REPTreeDepth3Kappa","-0.19999999999999996"
"346_aids","RandomTreeDepth1AUC","0.5576"
"346_aids","RandomTreeDepth1ErrRate","0.42"
"346_aids","RandomTreeDepth1Kappa","0.15999999999999992"
"346_aids","RandomTreeDepth2AUC","0.528"
"346_aids","RandomTreeDepth2ErrRate","0.52"
"346_aids","RandomTreeDepth2Kappa","-0.040000000000000036"
"346_aids","RandomTreeDepth3AUC","0.5208"
"346_aids","RandomTreeDepth3ErrRate","0.46"
"346_aids","RandomTreeDepth3Kappa","0.08000000000000007"
"346_aids","SVMe1AUC","0.3423999999999999"
"346_aids","SVMe1ErrRate","0.64"
"346_aids","SVMe1Kappa","-0.28"
"346_aids","SVMe2AUC","0.2688"
"346_aids","SVMe2ErrRate","0.66"
"346_aids","SVMe2Kappa","-0.31999999999999995"
"346_aids","SVMe3AUC","0.2464"
"346_aids","SVMe3ErrRate","0.66"
"346_aids","SVMe3Kappa","-0.31999999999999995"
"346_aids","SimpleLogisticAUC","0.488"
"346_aids","SimpleLogisticErrRate","0.52"
"346_aids","SimpleLogisticKappa","-0.040000000000000036"
"346_aids","StdvNominalAttDistinctValues","1.7320508075688772"
"346_aids","kNN_1NAUC","0.34"
"346_aids","kNN_1NErrRate","0.66"
"346_aids","kNN_1NKappa","-0.31999999999999995"
"346_aids","kNN_2NAUC","0.4472"
"346_aids","kNN_2NErrRate","0.5"
"346_aids","kNN_2NKappa","0.0"
"346_aids","kNN_3NAUC","0.4376"
"346_aids","kNN_3NErrRate","0.54"
"346_aids","kNN_3NKappa","-0.07999999999999996"
"296_Ailerons","NumberOfFeatures","41"
"296_Ailerons","NumberOfInstances","13750"
"296_Ailerons","NumberOfInstancesWithMissingValues","0"
"296_Ailerons","NumberOfMissingValues","0"
"296_Ailerons","NumberOfNumericFeatures","41"
"734_ailerons","DefaultAccuracy","0.5761454545454545"
"734_ailerons","MajorityClassSize","7922"
"734_ailerons","MinorityClassSize","5828"
"734_ailerons","NumberOfClasses","2"
"734_ailerons","NumberOfFeatures","41"
"734_ailerons","NumberOfInstances","13750"
"734_ailerons","NumberOfInstancesWithMissingValues","0"
"734_ailerons","NumberOfMissingValues","0"
"734_ailerons","NumberOfNumericFeatures","40"
"1169_airlines","DefaultAccuracy","0.5545577076029463"
"1169_airlines","MajorityClassSize","299119"
"1169_airlines","MinorityClassSize","240264"
"1169_airlines","NumberOfClasses","2"
"1169_airlines","NumberOfFeatures","8"
"1169_airlines","NumberOfInstances","539383"
"1169_airlines","NumberOfInstancesWithMissingValues","0"
"1169_airlines","NumberOfMissingValues","0"
"1169_airlines","NumberOfNumericFeatures","3"
"1240_AirlinesCodrnaAdult","DefaultAccuracy","0.5601259298470453"
"1240_AirlinesCodrnaAdult","MajorityClassSize","603138"
"1240_AirlinesCodrnaAdult","MinorityClassSize","473652"
"1240_AirlinesCodrnaAdult","NumberOfClasses","2"
"1240_AirlinesCodrnaAdult","NumberOfFeatures","30"
"1240_AirlinesCodrnaAdult","NumberOfInstances","1076790"
"1240_AirlinesCodrnaAdult","NumberOfInstancesWithMissingValues","4085"
"1240_AirlinesCodrnaAdult","NumberOfMissingValues","7275"
"1240_AirlinesCodrnaAdult","NumberOfNumericFeatures","13"
"1592_aloi","NumberOfFeatures","129"
"1592_aloi","NumberOfInstances","108000"
"1592_aloi","NumberOfInstancesWithMissingValues","0"
"1592_aloi","NumberOfMissingValues","0"
"1592_aloi","NumberOfNumericFeatures","129"
"1457_amazon-commerce-reviews","DefaultAccuracy","0.02"
"1457_amazon-commerce-reviews","MajorityClassSize","30"
"1457_amazon-commerce-reviews","MinorityClassSize","30"
"1457_amazon-commerce-reviews","NumberOfClasses","50"
"1457_amazon-commerce-reviews","NumberOfFeatures","10001"
"1457_amazon-commerce-reviews","NumberOfInstances","1500"
"1457_amazon-commerce-reviews","NumberOfInstancesWithMissingValues","0"
"1457_amazon-commerce-reviews","NumberOfMissingValues","0"
"1457_amazon-commerce-reviews","NumberOfNumericFeatures","10000"
"557_analcatdata_apnea1","NumberOfFeatures","4"
"557_analcatdata_apnea1","NumberOfInstances","475"
"557_analcatdata_apnea1","NumberOfInstancesWithMissingValues","0"
"557_analcatdata_apnea1","NumberOfMissingValues","0"
"557_analcatdata_apnea1","NumberOfNumericFeatures","2"
"767_analcatdata_apnea1","DefaultAccuracy","0.871578947368421"
"767_analcatdata_apnea1","MajorityClassSize","414"
"767_analcatdata_apnea1","MinorityClassSize","61"
"767_analcatdata_apnea1","NumberOfClasses","2"
"767_analcatdata_apnea1","NumberOfFeatures","4"
"767_analcatdata_apnea1","NumberOfInstances","475"
"767_analcatdata_apnea1","NumberOfInstancesWithMissingValues","0"
"767_analcatdata_apnea1","NumberOfMissingValues","0"
"767_analcatdata_apnea1","NumberOfNumericFeatures","1"
"556_analcatdata_apnea2","NumberOfFeatures","4"
"556_analcatdata_apnea2","NumberOfInstances","475"
"556_analcatdata_apnea2","NumberOfInstancesWithMissingValues","0"
"556_analcatdata_apnea2","NumberOfMissingValues","0"
"556_analcatdata_apnea2","NumberOfNumericFeatures","2"
"765_analcatdata_apnea2","DefaultAccuracy","0.8652631578947368"
"765_analcatdata_apnea2","MajorityClassSize","411"
"765_analcatdata_apnea2","MinorityClassSize","64"
"765_analcatdata_apnea2","NumberOfClasses","2"
"765_analcatdata_apnea2","NumberOfFeatures","4"
"765_analcatdata_apnea2","NumberOfInstances","475"
"765_analcatdata_apnea2","NumberOfInstancesWithMissingValues","0"
"765_analcatdata_apnea2","NumberOfMissingValues","0"
"765_analcatdata_apnea2","NumberOfNumericFeatures","1"
"555_analcatdata_apnea3","NumberOfFeatures","4"
"555_analcatdata_apnea3","NumberOfInstances","450"
"555_analcatdata_apnea3","NumberOfInstancesWithMissingValues","0"
"555_analcatdata_apnea3","NumberOfMissingValues","0"
"555_analcatdata_apnea3","NumberOfNumericFeatures","2"
"764_analcatdata_apnea3","DefaultAccuracy","0.8777777777777778"
"764_analcatdata_apnea3","MajorityClassSize","395"
"764_analcatdata_apnea3","MinorityClassSize","55"
"764_analcatdata_apnea3","NumberOfClasses","2"
"764_analcatdata_apnea3","NumberOfFeatures","4"
"764_analcatdata_apnea3","NumberOfInstances","450"
"764_analcatdata_apnea3","NumberOfInstancesWithMissingValues","0"
"764_analcatdata_apnea3","NumberOfMissingValues","0"
"764_analcatdata_apnea3","NumberOfNumericFeatures","1"
"459_analcatdata_asbestos","ClassCount","2.0"
"459_analcatdata_asbestos","ClassEntropy","0.9915017866855544"
"459_analcatdata_asbestos","DecisionStumpAUC","0.753231492361927"
"459_analcatdata_asbestos","DecisionStumpErrRate","0.24096385542168675"
"459_analcatdata_asbestos","DecisionStumpKappa","0.5297450424929179"
"459_analcatdata_asbestos","DefaultAccuracy","0.5542168674698795"
"459_analcatdata_asbestos","Dimensionality","0.04819277108433735"
"459_analcatdata_asbestos","EquivalentNumberOfAtts","4.528138503643309"
"459_analcatdata_asbestos","HoeffdingAdwin.changes","0.0"
"459_analcatdata_asbestos","HoeffdingAdwin.warnings","0.0"
"459_analcatdata_asbestos","HoeffdingDDM.changes","0.0"
"459_analcatdata_asbestos","HoeffdingDDM.warnings","2.0"
"459_analcatdata_asbestos","IncompleteInstanceCount","0.0"
"459_analcatdata_asbestos","InstanceCount","83.0"
"459_analcatdata_asbestos","J48.00001.AUC","0.7523501762632199"
"459_analcatdata_asbestos","J48.00001.ErrRate","0.24096385542168675"
