@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute fold numeric

@data
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,1
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,1
Core1108_tbm_21.tex.module.000009,1,1
Core1108_tbm_21.tex.module.000010,1,1
Core1108_tbm_21.tex.module.000014,1,1
Core1108_tbm_21.tex.module.000026,1,1
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,1
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,1
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,1
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,1
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,1
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,1
counter_16,1,1
counter_8-shuffled,1,1
counter_e_16,1,1
counter_r_16,1,1
cube_c3_ser--opt-6_-shuffled,1,1
cube_c7_ser---23_-shuffled,1,1
eijk.S1423.S-d4-shuffled,1,1
eijk.S208o.S-d4-shuffled,1,1
eijk.S344.S-f3,1,1
eijk.S382.S-f4-shuffled,1,1
eijk.S420.S-f2,1,1
eijk.S713.S-f2,1,1
emptyroom_e4_par---21_-shuffled,1,1
emptyroom_e4_ser--opt-44_-shuffled,1,1
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,1
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,1
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,1
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,1
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,1
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,1
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,1
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,1
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,1
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,1
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,1
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,1
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,1
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,1
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,1
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,1
ii32c1-00,1,1
ii32e1-00-shuffled,1,1
ii8a1-00-shuffled,1,1
ii8a1-90-shuffled,1,1
ii8d1-00-shuffled,1,1
impl18-shuffled,1,1
jnh207-90-shuffled,1,1
k3_1_2-shuffled,1,1
k5_3_2-shuffled,1,1
k_branch_n-20-shuffled,1,1
k_branch_n-4-shuffled,1,1
k_branch_n-5-shuffled,1,1
k_branch_n-6,1,1
k_branch_n-7,1,1
k_branch_n-8-shuffled,1,1
k_branch_p-14-shuffled,1,1
k_branch_p-17-shuffled,1,1
k_branch_p-6-shuffled,1,1
k_d4_n-11-shuffled,1,1
k_d4_n-14-shuffled,1,1
k_d4_n-15-shuffled,1,1
k_d4_n-16-shuffled,1,1
k_d4_n-18-shuffled,1,1
k_d4_n-19-shuffled,1,1
k_d4_n-20-shuffled,1,1
k_d4_p-10-shuffled,1,1
k_d4_p-6-shuffled,1,1
k_dum_n-10-shuffled,1,1
k_dum_p-11-shuffled,1,1
k_dum_p-13-shuffled,1,1
k_dum_p-16-shuffled,1,1
k_dum_p-21-shuffled,1,1
ken.flash^10.C-f4-shuffled,1,1
ken.flash^14.C-d4-shuffled,1,1
k_grz_n-10-shuffled,1,1
k_grz_n-13-shuffled,1,1
k_grz_p-17-shuffled,1,1
k_lin_n-14-shuffled,1,1
k_lin_n-21-shuffled,1,1
k_lin_n-9-shuffled,1,1
k_lin_p-12-shuffled,1,1
k_lin_p-16-shuffled,1,1
k_lin_p-21-shuffled,1,1
k_path_n-10-shuffled,1,1
k_path_p-10-shuffled,1,1
k_path_p-16-shuffled,1,1
k_ph_n-14-shuffled,1,1
k_ph_n-15-shuffled,1,1
k_ph_n-8-shuffled,1,1
k_ph_p-11-shuffled,1,1
k_ph_p-8-shuffled,1,1
k_ph_p-9-shuffled,1,1
k_poly_n-12-shuffled,1,1
k_poly_n-13-shuffled,1,1
k_poly_n-20-shuffled,1,1
k_poly_p-19-shuffled,1,1
k_t4p_n-12-shuffled,1,1
k_t4p_n-17-shuffled,1,1
k_t4p_n-4-shuffled,1,1
mutex-2-s,1,1
mutex-64-s,1,1
ncf_16_32_8_d.10,1,1
ncf_16_32_8_d.1,1,1
ncf_16_32_8_d.3,1,1
ncf_16_32_8_d.6,1,1
ncf_16_32_8_d.7,1,1
ncf_16_32_8_d.9,1,1
ncf_16_32_8_edau.10,1,1
ncf_16_32_8_edau.2,1,1
ncf_16_32_8_edau.6,1,1
ncf_16_32_8_edau.7,1,1
ncf_16_32_8_edau.8,1,1
ncf_16_32_8_edau.9,1,1
ncf_16_32_8_euad.10,1,1
ncf_16_32_8_euad.2,1,1
ncf_16_32_8_euad.5,1,1
ncf_16_32_8_euad.8,1,1
ncf_16_32_8_euad.9,1,1
ncf_16_32_8_u.10,1,1
ncf_16_32_8_u.1,1,1
ncf_16_32_8_u.5,1,1
ncf_16_32_8_u.6,1,1
ncf_16_32_8_u.9,1,1
ncf_8_16_4_d.1,1,1
ncf_8_16_4_d.4,1,1
ncf_8_16_4_d.5,1,1
ncf_8_16_4_d.6,1,1
ncf_8_16_4_d.8,1,1
ncf_8_16_4_d.9,1,1
ncf_8_16_4_edau.10,1,1
ncf_8_16_4_edau.1,1,1
ncf_8_16_4_edau.3,1,1
ncf_8_16_4_edau.4,1,1
ncf_8_16_4_edau.5,1,1
ncf_8_16_4_edau.6,1,1
ncf_8_16_4_edau.8,1,1
ncf_8_16_4_edau.9,1,1
ncf_8_16_4_euad.1,1,1
ncf_8_16_4_euad.2,1,1
ncf_8_16_4_euad.3,1,1
ncf_8_16_4_euad.5,1,1
ncf_8_16_4_euad.6,1,1
ncf_8_16_4_euad.8,1,1
ncf_8_16_4_euad.9,1,1
ncf_8_16_4_u.1,1,1
ncf_8_16_4_u.2,1,1
ncf_8_16_4_u.5,1,1
ncf_8_16_4_u.7,1,1
nusmv.dme1-16.B-d4-shuffled,1,1
nusmv.reactor^1.C-d4-shuffled,1,1
nusmv.syncarb10^2.B-f2,1,1
nusmv.syncarb10^2.B-f3,1,1
nusmv.syncarb10^2.B-f4,1,1
nusmv.syncarb5^2.B-f4-shuffled,1,1
nusmv.tcas^4.B-f3-shuffled,1,1
par8-3-c-00-shuffled,1,1
par8-4-c-90-shuffled,1,1
Qq2k3k3v100v100m1000s3,1,1
Qq2k3k3v100v100m1000s4,1,1
Qq2k3k3v100v100m1200s1,1,1
Qq2k3k3v100v100m1200s3,1,1
Qq2k3k3v100v100m1200s7,1,1
Qq2k3k3v100v100m1200s9,1,1
Qq2k3k3v100v100m1400s10,1,1
Qq2k3k3v100v100m1400s1,1,1
Qq2k3k3v100v100m1400s5,1,1
Qq2k3k3v100v100m1400s7,1,1
Qq2k3k3v100v100m1400s8,1,1
Qq2k3k3v100v100m1600s10,1,1
Qq2k3k3v100v100m1600s1,1,1
Qq2k3k3v100v100m1600s5,1,1
Qq2k3k3v100v100m1600s6,1,1
Qq2k3k3v100v100m1600s7,1,1
Qq2k3k3v100v100m1800s10,1,1
Qq2k3k3v100v100m1800s3,1,1
Qq2k3k3v100v100m1800s4,1,1
Qq2k3k3v100v100m1800s7,1,1
Qq2k3k3v100v100m1800s9,1,1
Qq2k3k3v100v100m2000s2,1,1
Qq2k3k3v100v100m2000s5,1,1
Qq2k3k3v100v100m2000s7,1,1
Qq2k3k3v100v100m400s10,1,1
Qq2k3k3v100v100m400s6,1,1
Qq2k3k3v100v100m400s7,1,1
Qq2k3k3v100v100m600s2,1,1
Qq2k3k3v100v100m600s3,1,1
Qq2k3k3v100v100m600s4,1,1
Qq2k3k3v100v100m600s5,1,1
Qq2k3k3v100v100m600s6,1,1
Qq2k3k3v100v100m600s7,1,1
Qq2k3k3v100v100m800s1,1,1
Qq2k3k3v100v100m800s2,1,1
Qq2k3k3v100v100m800s4,1,1
Qq2k3k3v100v100m800s8,1,1
Qq2k3k3v20v20m120s10,1,1
Qq2k3k3v20v20m120s2,1,1
Qq2k3k3v20v20m120s3,1,1
Qq2k3k3v20v20m120s4,1,1
Qq2k3k3v20v20m120s6,1,1
Qq2k3k3v20v20m120s8,1,1
Qq2k3k3v20v20m160s5,1,1
Qq2k3k3v20v20m160s6,1,1
Qq2k3k3v20v20m160s8,1,1
Qq2k3k3v20v20m160s9,1,1
Qq2k3k3v20v20m200s2,1,1
Qq2k3k3v20v20m200s7,1,1
Qq2k3k3v20v20m240s1,1,1
Qq2k3k3v20v20m240s5,1,1
Qq2k3k3v20v20m240s7,1,1
Qq2k3k3v20v20m240s8,1,1
Qq2k3k3v20v20m240s9,1,1
Qq2k3k3v20v20m280s1,1,1
Qq2k3k3v20v20m280s2,1,1
Qq2k3k3v20v20m280s4,1,1
Qq2k3k3v20v20m280s6,1,1
Qq2k3k3v20v20m280s7,1,1
Qq2k3k3v20v20m280s8,1,1
Qq2k3k3v20v20m320s10,1,1
Qq2k3k3v20v20m320s2,1,1
Qq2k3k3v20v20m320s3,1,1
Qq2k3k3v20v20m320s7,1,1
Qq2k3k3v20v20m320s9,1,1
Qq2k3k3v20v20m360s10,1,1
Qq2k3k3v20v20m360s2,1,1
Qq2k3k3v20v20m360s7,1,1
Qq2k3k3v20v20m360s9,1,1
Qq2k3k3v20v20m400s10,1,1
Qq2k3k3v20v20m400s1,1,1
Qq2k3k3v20v20m400s2,1,1
Qq2k3k3v20v20m400s3,1,1
Qq2k3k3v20v20m400s7,1,1
Qq2k3k3v20v20m400s8,1,1
Qq2k3k3v20v20m80s10,1,1
Qq2k3k3v20v20m80s1,1,1
Qq2k3k3v20v20m80s2,1,1
Qq2k3k3v20v20m80s3,1,1
Qq2k3k3v20v20m80s4,1,1
Qq2k3k3v50v50m1000s1,1,1
Qq2k3k3v50v50m1000s3,1,1
Qq2k3k3v50v50m1000s5,1,1
Qq2k3k3v50v50m1000s6,1,1
Qq2k3k3v50v50m1000s7,1,1
Qq2k3k3v50v50m1000s8,1,1
Qq2k3k3v50v50m1000s9,1,1
Qq2k3k3v50v50m200s10,1,1
Qq2k3k3v50v50m200s6,1,1
Qq2k3k3v50v50m200s7,1,1
Qq2k3k3v50v50m200s8,1,1
Qq2k3k3v50v50m200s9,1,1
Qq2k3k3v50v50m300s10,1,1
Qq2k3k3v50v50m300s1,1,1
Qq2k3k3v50v50m300s3,1,1
Qq2k3k3v50v50m300s5,1,1
Qq2k3k3v50v50m300s8,1,1
Qq2k3k3v50v50m400s10,1,1
Qq2k3k3v50v50m400s3,1,1
Qq2k3k3v50v50m400s4,1,1
Qq2k3k3v50v50m400s5,1,1
Qq2k3k3v50v50m400s7,1,1
Qq2k3k3v50v50m500s10,1,1
Qq2k3k3v50v50m500s3,1,1
Qq2k3k3v50v50m500s4,1,1
Qq2k3k3v50v50m500s7,1,1
Qq2k3k3v50v50m500s8,1,1
Qq2k3k3v50v50m500s9,1,1
Qq2k3k3v50v50m600s10,1,1
Qq2k3k3v50v50m600s1,1,1
Qq2k3k3v50v50m600s2,1,1
Qq2k3k3v50v50m600s4,1,1
Qq2k3k3v50v50m600s5,1,1
Qq2k3k3v50v50m600s8,1,1
Qq2k3k3v50v50m600s9,1,1
Qq2k3k3v50v50m700s9,1,1
Qq2k3k3v50v50m800s10,1,1
Qq2k3k3v50v50m800s1,1,1
Qq2k3k3v50v50m800s5,1,1
Qq2k3k3v50v50m800s8,1,1
Qq2k3k3v50v50m800s9,1,1
Qq2k3k3v50v50m900s2,1,1
Qq2k3k3v50v50m900s4,1,1
Qq2k3k3v50v50m900s5,1,1
Qq2k3k3v50v50m900s6,1,1
Qq2k3k3v50v50m900s7,1,1
qshifter_3,1,1
qshifter_4,1,1
qshifter_7,1,1
rankfunc12_unsigned_16,1,1
rankfunc15_unsigned_32,1,1
rankfunc16_signed_64,1,1
rankfunc17_unsigned_16,1,1
rankfunc18_signed_64,1,1
rankfunc22_unsigned_32,1,1
rankfunc24_unsigned_64,1,1
rankfunc25_signed_64,1,1
rankfunc32_signed_64,1,1
rankfunc33_unsigned_32,1,1
rankfunc36_signed_64,1,1
rankfunc38_signed_32,1,1
rankfunc39_unsigned_64,1,1
rankfunc3_signed_64,1,1
rankfunc40_unsigned_64,1,1
rankfunc42_unsigned_16,1,1
rankfunc44_unsigned_32,1,1
rankfunc47_signed_64,1,1
rankfunc4_unsigned_16,1,1
rankfunc51_signed_32,1,1
rankfunc52_unsigned_32,1,1
rankfunc53_signed_16,1,1
rankfunc55_unsigned_32,1,1
rankfunc59_unsigned_16,1,1
rankfunc6_unsigned_16,1,1
rankfunc7_signed_16,1,1
rankfunc9_signed_64,1,1
ring_r4_ser--opt-11_-shuffled,1,1
ring_r6_ser--opt-17_-shuffled,1,1
robots_1_5_2_100.2,1,1
robots_1_5_2_100.8,1,1
robots_1_5_2_14.2,1,1
robots_1_5_2_28.2,1,1
robots_1_5_2_31.2,1,1
robots_1_5_2_33.2,1,1
robots_1_5_2_3.4,1,1
robots_1_5_2_39.4,1,1
robots_1_5_2_47.2,1,1
robots_1_5_2_54.8,1,1
robots_1_5_2_75.8,1,1
robots_1_5_2_82.4,1,1
robots_1_5_2_82.8,1,1
robots_1_5_2_85.2,1,1
robots_1_5_2_91.8,1,1
robots_1_5_2_99.4,1,1
robots_1_5_3_100.2,1,1
robots_1_5_3_100.4,1,1
robots_1_5_3_100.8,1,1
robots_1_5_3_16.4,1,1
robots_1_5_3_20.4,1,1
robots_1_5_3_2.4,1,1
robots_1_5_3_25.2,1,1
robots_1_5_3_27.8,1,1
robots_1_5_3_30.2,1,1
robots_1_5_3_39.8,1,1
robots_1_5_3_44.4,1,1
robots_1_5_3_62.2,1,1
robots_1_5_3_64.8,1,1
robots_1_5_3_70.8,1,1
robots_1_5_3_80.2,1,1
robots_1_5_3_90.8,1,1
robots_1_5_3_91.2,1,1
robots_1_5_4_100.8,1,1
robots_1_5_4_17.8,1,1
robots_1_5_4_1.8,1,1
robots_1_5_4_2.4,1,1
robots_1_5_4_31.4,1,1
robots_1_5_4_32.2,1,1
robots_1_5_4_46.4,1,1
robots_1_5_4_56.8,1,1
robots_1_5_4_59.2,1,1
robots_1_5_4_73.2,1,1
robots_1_5_4_75.2,1,1
robots_1_5_4_87.4,1,1
robots_1_5_4_91.8,1,1
robots_1_5_4_99.8,1,1
robots_1_5_5_12.8,1,1
robots_1_5_5_14.8,1,1
robots_1_5_5_33.8,1,1
robots_1_5_5_34.4,1,1
robots_1_5_5_45.4,1,1
robots_1_5_5_50.8,1,1
robots_1_5_5_56.2,1,1
robots_1_5_5_61.2,1,1
robots_1_5_5_66.4,1,1
robots_1_5_5_8.4,1,1
robots_1_5_5_87.4,1,1
robots_1_5_5_97.2,1,1
robots_1_5_5_99.8,1,1
s1196_d3_u-shuffled,1,1
s27_d5_u-shuffled,1,1
s298_d11_s-shuffled,1,1
s298_d2_s-shuffled,1,1
s3330_d10_u-shuffled,1,1
s386_d12_u-shuffled,1,1
s499_d4_s-shuffled,1,1
s510_d4_s-shuffled,1,1
s713_d3_s-shuffled,1,1
s713_d5_s-shuffled,1,1
s820_d6_s-shuffled,1,1
S-adeu-0,1,1
S-adeu-2,1,1
S-adeu-4,1,1
S-adeu-6,1,1
S-adeu-8,1,1
S-edau-1,1,1
S-edau-2,1,1
S-edau-3,1,1
S-edau-4,1,1
S-edau-5,1,1
S-edau-6,1,1
S-edau-7,1,1
sortnetsort10.v.stepl.007,1,1
sortnetsort10.v.stepl.012-shuffled,1,1
sortnetsort5.AE.stepl.003,1,1
sortnetsort5.v.stepl.007-shuffled,1,1
sortnetsort6.AE.stepl.003,1,1
sortnetsort6.v.stepl.003-shuffled,1,1
sortnetsort7.AE.stepl.003,1,1
sortnetsort7.AE.stepl.005,1,1
sortnetsort7.v.stepl.004-shuffled,1,1
sortnetsort8.AE.stepl.007,1,1
sortnetsort8.AE.stepl.009,1,1
sortnetsort8.v.stepl.008-shuffled,1,1
sortnetsort9.AE.stepl.004,1,1
sortnetsort9.AE.stepl.005,1,1
sortnetsort9.AE.stepl.012,1,1
sortnetsort9.v.stepl.012-shuffled,1,1
ssa7552-159-00-shuffled,1,1
ssa7552-159-90-shuffled,1,1
stmt124_966_965,1,1
stmt1_30_31,1,1
stmt1_392_393,1,1
stmt16_0_1,1,1
stmt17_143_144,1,1
stmt17_82_94,1,1
stmt18_258_260,1,1
stmt19_125_302,1,1
stmt1_919_920,1,1
stmt19_214_309,1,1
stmt19_2_180,1,1
stmt19_261_266,1,1
stmt19_313_318,1,1
stmt19_313_412,1,1
stmt19_3_177,1,1
stmt19_3_78,1,1
stmt19_3_83,1,1
stmt19_66_318,1,1
stmt19_66_90,1,1
stmt19_79_87,1,1
stmt19_83_302,1,1
stmt19_83_90,1,1
stmt19_90_133,1,1
stmt21_134_418,1,1
stmt21_4_5,1,1
stmt21_70_258,1,1
stmt21_71_304,1,1
stmt21_71_70,1,1
stmt21_79_314,1,1
stmt21_79_91,1,1
stmt22_179_182,1,1
